 ID,Date,Parameter,Value/Valeur,Qualifier/Qualificatif,Symbol/Symbole,Approval/Approbation,Grade/Classification,Qualifiers/Qualificatifs
08MF073,2026-03-21 10:55:00+00:00,H.obs,7.782,,,Provisional/Provisoire,,
08MF073,2026-03-21 11:00:00+00:00,H.obs,7.781,,,Provisional/Provisoire,,
08MF073,2026-03-21 11:05:00+00:00,H.obs,7.778,,,Provisional/Provisoire,,
08MF073,2026-03-21 11:10:00+00:00,H.obs,7.776,,,Provisional/Provisoire,,
08MF073,2026-03-21 11:15:00+00:00,H.obs,7.779,,,Provisional/Provisoire,,
08MF073,2026-03-21 11:20:00+00:00,H.obs,7.774,,,Provisional/Provisoire,,
08MF073,2026-03-21 11:25:00+00:00,H.obs,7.773,,,Provisional/Provisoire,,
08MF073,2026-03-21 11:30:00+00:00,H.obs,7.774,,,Provisional/Provisoire,,
08MF073,2026-03-21 11:35:00+00:00,H.obs,7.767,,,Provisional/Provisoire,,
08MF073,2026-03-21 11:40:00+00:00,H.obs,7.764,,,Provisional/Provisoire,,
08MF073,2026-03-21 11:45:00+00:00,H.obs,7.764,,,Provisional/Provisoire,,
08MF073,2026-03-21 11:50:00+00:00,H.obs,7.76,,,Provisional/Provisoire,,
08MF073,2026-03-21 11:55:00+00:00,H.obs,7.76,,,Provisional/Provisoire,,
08MF073,2026-03-21 12:00:00+00:00,H.obs,7.758,,,Provisional/Provisoire,,
08MF073,2026-03-21 12:05:00+00:00,H.obs,7.752,,,Provisional/Provisoire,,
08MF073,2026-03-21 12:10:00+00:00,H.obs,7.751,,,Provisional/Provisoire,,
08MF073,2026-03-21 12:15:00+00:00,H.obs,7.751,,,Provisional/Provisoire,,
08MF073,2026-03-21 12:20:00+00:00,H.obs,7.746,,,Provisional/Provisoire,,
08MF073,2026-03-21 12:25:00+00:00,H.obs,7.748,,,Provisional/Provisoire,,
08MF073,2026-03-21 12:30:00+00:00,H.obs,7.748,,,Provisional/Provisoire,,
08MF073,2026-03-21 12:35:00+00:00,H.obs,7.745,,,Provisional/Provisoire,,
08MF073,2026-03-21 12:40:00+00:00,H.obs,7.74,,,Provisional/Provisoire,,
08MF073,2026-03-21 12:45:00+00:00,H.obs,7.742,,,Provisional/Provisoire,,
08MF073,2026-03-21 12:50:00+00:00,H.obs,7.734,,,Provisional/Provisoire,,
08MF073,2026-03-21 12:55:00+00:00,H.obs,7.732,,,Provisional/Provisoire,,
08MF073,2026-03-21 13:00:00+00:00,H.obs,7.738,,,Provisional/Provisoire,,
08MF073,2026-03-21 13:05:00+00:00,H.obs,7.732,,,Provisional/Provisoire,,
08MF073,2026-03-21 13:10:00+00:00,H.obs,7.731,,,Provisional/Provisoire,,
08MF073,2026-03-21 13:15:00+00:00,H.obs,7.731,,,Provisional/Provisoire,,
08MF073,2026-03-21 13:20:00+00:00,H.obs,7.725,,,Provisional/Provisoire,,
08MF073,2026-03-21 13:25:00+00:00,H.obs,7.722,,,Provisional/Provisoire,,
08MF073,2026-03-21 13:30:00+00:00,H.obs,7.724,,,Provisional/Provisoire,,
08MF073,2026-03-21 13:35:00+00:00,H.obs,7.72,,,Provisional/Provisoire,,
08MF073,2026-03-21 13:40:00+00:00,H.obs,7.718,,,Provisional/Provisoire,,
08MF073,2026-03-21 13:45:00+00:00,H.obs,7.717,,,Provisional/Provisoire,,
08MF073,2026-03-21 13:50:00+00:00,H.obs,7.711,,,Provisional/Provisoire,,
08MF073,2026-03-21 13:55:00+00:00,H.obs,7.714,,,Provisional/Provisoire,,
08MF073,2026-03-21 14:00:00+00:00,H.obs,7.712,,,Provisional/Provisoire,,
08MF073,2026-03-21 14:05:00+00:00,H.obs,7.707,,,Provisional/Provisoire,,
08MF073,2026-03-21 14:10:00+00:00,H.obs,7.702,,,Provisional/Provisoire,,
08MF073,2026-03-21 14:15:00+00:00,H.obs,7.702,,,Provisional/Provisoire,,
08MF073,2026-03-21 14:20:00+00:00,H.obs,7.701,,,Provisional/Provisoire,,
08MF073,2026-03-21 14:25:00+00:00,H.obs,7.704,,,Provisional/Provisoire,,
08MF073,2026-03-21 14:30:00+00:00,H.obs,7.7,,,Provisional/Provisoire,,
08MF073,2026-03-21 14:35:00+00:00,H.obs,7.699,,,Provisional/Provisoire,,
08MF073,2026-03-21 14:40:00+00:00,H.obs,7.697,,,Provisional/Provisoire,,
08MF073,2026-03-21 14:45:00+00:00,H.obs,7.692,,,Provisional/Provisoire,,
08MF073,2026-03-21 14:50:00+00:00,H.obs,7.693,,,Provisional/Provisoire,,
08MF073,2026-03-21 14:55:00+00:00,H.obs,7.688,,,Provisional/Provisoire,,
08MF073,2026-03-21 15:00:00+00:00,H.obs,7.686,,,Provisional/Provisoire,,
08MF073,2026-03-21 15:05:00+00:00,H.obs,7.683,,,Provisional/Provisoire,,
08MF073,2026-03-21 15:10:00+00:00,H.obs,7.686,,,Provisional/Provisoire,,
08MF073,2026-03-21 15:15:00+00:00,H.obs,7.679,,,Provisional/Provisoire,,
08MF073,2026-03-21 15:20:00+00:00,H.obs,7.68,,,Provisional/Provisoire,,
08MF073,2026-03-21 15:25:00+00:00,H.obs,7.678,,,Provisional/Provisoire,,
08MF073,2026-03-21 15:30:00+00:00,H.obs,7.674,,,Provisional/Provisoire,,
08MF073,2026-03-21 15:35:00+00:00,H.obs,7.67,,,Provisional/Provisoire,,
08MF073,2026-03-21 15:40:00+00:00,H.obs,7.671,,,Provisional/Provisoire,,
08MF073,2026-03-21 15:45:00+00:00,H.obs,7.668,,,Provisional/Provisoire,,
08MF073,2026-03-21 15:50:00+00:00,H.obs,7.669,,,Provisional/Provisoire,,
08MF073,2026-03-21 15:55:00+00:00,H.obs,7.666,,,Provisional/Provisoire,,
08MF073,2026-03-21 16:00:00+00:00,H.obs,7.666,,,Provisional/Provisoire,,
08MF073,2026-03-21 16:05:00+00:00,H.obs,7.658,,,Provisional/Provisoire,,
08MF073,2026-03-21 16:10:00+00:00,H.obs,7.658,,,Provisional/Provisoire,,
08MF073,2026-03-21 16:15:00+00:00,H.obs,7.658,,,Provisional/Provisoire,,
08MF073,2026-03-21 16:20:00+00:00,H.obs,7.655,,,Provisional/Provisoire,,
08MF073,2026-03-21 16:25:00+00:00,H.obs,7.649,,,Provisional/Provisoire,,
08MF073,2026-03-21 16:30:00+00:00,H.obs,7.654,,,Provisional/Provisoire,,
08MF073,2026-03-21 16:35:00+00:00,H.obs,7.647,,,Provisional/Provisoire,,
08MF073,2026-03-21 16:40:00+00:00,H.obs,7.648,,,Provisional/Provisoire,,
08MF073,2026-03-21 16:45:00+00:00,H.obs,7.645,,,Provisional/Provisoire,,
08MF073,2026-03-21 16:50:00+00:00,H.obs,7.643,,,Provisional/Provisoire,,
08MF073,2026-03-21 16:55:00+00:00,H.obs,7.642,,,Provisional/Provisoire,,
08MF073,2026-03-21 17:00:00+00:00,H.obs,7.638,,,Provisional/Provisoire,,
08MF073,2026-03-21 17:05:00+00:00,H.obs,7.641,,,Provisional/Provisoire,,
08MF073,2026-03-21 17:10:00+00:00,H.obs,7.64,,,Provisional/Provisoire,,
08MF073,2026-03-21 17:15:00+00:00,H.obs,7.636,,,Provisional/Provisoire,,
08MF073,2026-03-21 17:20:00+00:00,H.obs,7.635,,,Provisional/Provisoire,,
08MF073,2026-03-21 17:25:00+00:00,H.obs,7.631,,,Provisional/Provisoire,,
08MF073,2026-03-21 17:30:00+00:00,H.obs,7.632,,,Provisional/Provisoire,,
08MF073,2026-03-21 17:35:00+00:00,H.obs,7.634,,,Provisional/Provisoire,,
08MF073,2026-03-21 17:40:00+00:00,H.obs,7.631,,,Provisional/Provisoire,,
08MF073,2026-03-21 17:45:00+00:00,H.obs,7.622,,,Provisional/Provisoire,,
08MF073,2026-03-21 17:50:00+00:00,H.obs,7.627,,,Provisional/Provisoire,,
08MF073,2026-03-21 17:55:00+00:00,H.obs,7.628,,,Provisional/Provisoire,,
08MF073,2026-03-21 18:00:00+00:00,H.obs,7.62,,,Provisional/Provisoire,,
08MF073,2026-03-21 18:05:00+00:00,H.obs,7.629,,,Provisional/Provisoire,,
08MF073,2026-03-21 18:10:00+00:00,H.obs,7.621,,,Provisional/Provisoire,,
08MF073,2026-03-21 18:15:00+00:00,H.obs,7.621,,,Provisional/Provisoire,,
08MF073,2026-03-21 18:20:00+00:00,H.obs,7.623,,,Provisional/Provisoire,,
08MF073,2026-03-21 18:25:00+00:00,H.obs,7.615,,,Provisional/Provisoire,,
08MF073,2026-03-21 18:30:00+00:00,H.obs,7.617,,,Provisional/Provisoire,,
08MF073,2026-03-21 18:35:00+00:00,H.obs,7.615,,,Provisional/Provisoire,,
08MF073,2026-03-21 18:40:00+00:00,H.obs,7.609,,,Provisional/Provisoire,,
08MF073,2026-03-21 18:45:00+00:00,H.obs,7.607,,,Provisional/Provisoire,,
08MF073,2026-03-21 18:50:00+00:00,H.obs,7.61,,,Provisional/Provisoire,,
08MF073,2026-03-21 18:55:00+00:00,H.obs,7.607,,,Provisional/Provisoire,,
08MF073,2026-03-21 19:00:00+00:00,H.obs,7.607,,,Provisional/Provisoire,,
08MF073,2026-03-21 19:05:00+00:00,H.obs,7.602,,,Provisional/Provisoire,,
08MF073,2026-03-21 19:10:00+00:00,H.obs,7.606,,,Provisional/Provisoire,,
08MF073,2026-03-21 19:15:00+00:00,H.obs,7.602,,,Provisional/Provisoire,,
08MF073,2026-03-21 19:20:00+00:00,H.obs,7.599,,,Provisional/Provisoire,,
08MF073,2026-03-21 19:25:00+00:00,H.obs,7.6,,,Provisional/Provisoire,,
08MF073,2026-03-21 19:30:00+00:00,H.obs,7.594,,,Provisional/Provisoire,,
08MF073,2026-03-21 19:35:00+00:00,H.obs,7.592,,,Provisional/Provisoire,,
08MF073,2026-03-21 19:40:00+00:00,H.obs,7.593,,,Provisional/Provisoire,,
08MF073,2026-03-21 19:45:00+00:00,H.obs,7.595,,,Provisional/Provisoire,,
08MF073,2026-03-21 19:50:00+00:00,H.obs,7.593,,,Provisional/Provisoire,,
08MF073,2026-03-21 19:55:00+00:00,H.obs,7.593,,,Provisional/Provisoire,,
08MF073,2026-03-21 20:00:00+00:00,H.obs,7.585,,,Provisional/Provisoire,,
08MF073,2026-03-21 20:05:00+00:00,H.obs,7.584,,,Provisional/Provisoire,,
08MF073,2026-03-21 20:10:00+00:00,H.obs,7.592,,,Provisional/Provisoire,,
08MF073,2026-03-21 20:15:00+00:00,H.obs,7.582,,,Provisional/Provisoire,,
08MF073,2026-03-21 20:20:00+00:00,H.obs,7.582,,,Provisional/Provisoire,,
08MF073,2026-03-21 20:25:00+00:00,H.obs,7.583,,,Provisional/Provisoire,,
08MF073,2026-03-21 20:30:00+00:00,H.obs,7.586,,,Provisional/Provisoire,,
08MF073,2026-03-21 20:35:00+00:00,H.obs,7.582,,,Provisional/Provisoire,,
08MF073,2026-03-21 20:40:00+00:00,H.obs,7.576,,,Provisional/Provisoire,,
08MF073,2026-03-21 20:45:00+00:00,H.obs,7.581,,,Provisional/Provisoire,,
08MF073,2026-03-21 20:50:00+00:00,H.obs,7.58,,,Provisional/Provisoire,,
08MF073,2026-03-21 20:55:00+00:00,H.obs,7.577,,,Provisional/Provisoire,,
08MF073,2026-03-21 21:00:00+00:00,H.obs,7.576,,,Provisional/Provisoire,,
08MF073,2026-03-21 21:05:00+00:00,H.obs,7.574,,,Provisional/Provisoire,,
08MF073,2026-03-21 21:10:00+00:00,H.obs,7.572,,,Provisional/Provisoire,,
08MF073,2026-03-21 21:15:00+00:00,H.obs,7.569,,,Provisional/Provisoire,,
08MF073,2026-03-21 21:20:00+00:00,H.obs,7.571,,,Provisional/Provisoire,,
08MF073,2026-03-21 21:25:00+00:00,H.obs,7.567,,,Provisional/Provisoire,,
08MF073,2026-03-21 21:30:00+00:00,H.obs,7.564,,,Provisional/Provisoire,,
08MF073,2026-03-21 21:35:00+00:00,H.obs,7.568,,,Provisional/Provisoire,,
08MF073,2026-03-21 21:40:00+00:00,H.obs,7.567,,,Provisional/Provisoire,,
08MF073,2026-03-21 21:45:00+00:00,H.obs,7.563,,,Provisional/Provisoire,,
08MF073,2026-03-21 21:50:00+00:00,H.obs,7.56,,,Provisional/Provisoire,,
08MF073,2026-03-21 21:55:00+00:00,H.obs,7.566,,,Provisional/Provisoire,,
08MF073,2026-03-21 22:00:00+00:00,H.obs,7.558,,,Provisional/Provisoire,,
08MF073,2026-03-21 22:05:00+00:00,H.obs,7.56,,,Provisional/Provisoire,,
08MF073,2026-03-21 22:10:00+00:00,H.obs,7.558,,,Provisional/Provisoire,,
08MF073,2026-03-21 22:15:00+00:00,H.obs,7.555,,,Provisional/Provisoire,,
08MF073,2026-03-21 22:20:00+00:00,H.obs,7.555,,,Provisional/Provisoire,,
08MF073,2026-03-21 22:25:00+00:00,H.obs,7.554,,,Provisional/Provisoire,,
08MF073,2026-03-21 22:30:00+00:00,H.obs,7.558,,,Provisional/Provisoire,,
08MF073,2026-03-21 22:35:00+00:00,H.obs,7.555,,,Provisional/Provisoire,,
08MF073,2026-03-21 22:40:00+00:00,H.obs,7.553,,,Provisional/Provisoire,,
08MF073,2026-03-21 22:45:00+00:00,H.obs,7.547,,,Provisional/Provisoire,,
08MF073,2026-03-21 22:50:00+00:00,H.obs,7.553,,,Provisional/Provisoire,,
08MF073,2026-03-21 22:55:00+00:00,H.obs,7.55,,,Provisional/Provisoire,,
08MF073,2026-03-21 23:00:00+00:00,H.obs,7.549,,,Provisional/Provisoire,,
08MF073,2026-03-21 23:05:00+00:00,H.obs,7.546,,,Provisional/Provisoire,,
08MF073,2026-03-21 23:10:00+00:00,H.obs,7.544,,,Provisional/Provisoire,,
08MF073,2026-03-21 23:15:00+00:00,H.obs,7.55,,,Provisional/Provisoire,,
08MF073,2026-03-21 23:20:00+00:00,H.obs,7.542,,,Provisional/Provisoire,,
08MF073,2026-03-21 23:25:00+00:00,H.obs,7.536,,,Provisional/Provisoire,,
08MF073,2026-03-21 23:30:00+00:00,H.obs,7.543,,,Provisional/Provisoire,,
08MF073,2026-03-21 23:35:00+00:00,H.obs,7.544,,,Provisional/Provisoire,,
08MF073,2026-03-21 23:40:00+00:00,H.obs,7.541,,,Provisional/Provisoire,,
08MF073,2026-03-21 23:45:00+00:00,H.obs,7.546,,,Provisional/Provisoire,,
08MF073,2026-03-21 23:50:00+00:00,H.obs,7.543,,,Provisional/Provisoire,,
08MF073,2026-03-21 23:55:00+00:00,H.obs,7.538,,,Provisional/Provisoire,,
08MF073,2026-03-22 00:00:00+00:00,H.obs,7.532,,,Provisional/Provisoire,,
08MF073,2026-03-22 00:05:00+00:00,H.obs,7.534,,,Provisional/Provisoire,,
08MF073,2026-03-22 00:10:00+00:00,H.obs,7.535,,,Provisional/Provisoire,,
08MF073,2026-03-22 00:15:00+00:00,H.obs,7.535,,,Provisional/Provisoire,,
08MF073,2026-03-22 00:20:00+00:00,H.obs,7.534,,,Provisional/Provisoire,,
08MF073,2026-03-22 00:25:00+00:00,H.obs,7.531,,,Provisional/Provisoire,,
08MF073,2026-03-22 00:30:00+00:00,H.obs,7.531,,,Provisional/Provisoire,,
08MF073,2026-03-22 00:35:00+00:00,H.obs,7.527,,,Provisional/Provisoire,,
08MF073,2026-03-22 00:40:00+00:00,H.obs,7.528,,,Provisional/Provisoire,,
08MF073,2026-03-22 00:45:00+00:00,H.obs,7.529,,,Provisional/Provisoire,,
08MF073,2026-03-22 00:50:00+00:00,H.obs,7.524,,,Provisional/Provisoire,,
08MF073,2026-03-22 00:55:00+00:00,H.obs,7.522,,,Provisional/Provisoire,,
08MF073,2026-03-22 01:00:00+00:00,H.obs,7.523,,,Provisional/Provisoire,,
08MF073,2026-03-22 01:05:00+00:00,H.obs,7.522,,,Provisional/Provisoire,,
08MF073,2026-03-22 01:10:00+00:00,H.obs,7.52,,,Provisional/Provisoire,,
08MF073,2026-03-22 01:15:00+00:00,H.obs,7.523,,,Provisional/Provisoire,,
08MF073,2026-03-22 01:20:00+00:00,H.obs,7.52,,,Provisional/Provisoire,,
08MF073,2026-03-22 01:25:00+00:00,H.obs,7.517,,,Provisional/Provisoire,,
08MF073,2026-03-22 01:30:00+00:00,H.obs,7.515,,,Provisional/Provisoire,,
08MF073,2026-03-22 01:35:00+00:00,H.obs,7.515,,,Provisional/Provisoire,,
08MF073,2026-03-22 01:40:00+00:00,H.obs,7.517,,,Provisional/Provisoire,,
08MF073,2026-03-22 01:45:00+00:00,H.obs,7.514,,,Provisional/Provisoire,,
08MF073,2026-03-22 01:50:00+00:00,H.obs,7.514,,,Provisional/Provisoire,,
08MF073,2026-03-22 01:55:00+00:00,H.obs,7.516,,,Provisional/Provisoire,,
08MF073,2026-03-22 02:00:00+00:00,H.obs,7.512,,,Provisional/Provisoire,,
08MF073,2026-03-22 02:05:00+00:00,H.obs,7.511,,,Provisional/Provisoire,,
08MF073,2026-03-22 02:10:00+00:00,H.obs,7.513,,,Provisional/Provisoire,,
08MF073,2026-03-22 02:15:00+00:00,H.obs,7.51,,,Provisional/Provisoire,,
08MF073,2026-03-22 02:20:00+00:00,H.obs,7.509,,,Provisional/Provisoire,,
08MF073,2026-03-22 02:25:00+00:00,H.obs,7.51,,,Provisional/Provisoire,,
08MF073,2026-03-22 02:30:00+00:00,H.obs,7.508,,,Provisional/Provisoire,,
08MF073,2026-03-22 02:35:00+00:00,H.obs,7.506,,,Provisional/Provisoire,,
08MF073,2026-03-22 02:40:00+00:00,H.obs,7.507,,,Provisional/Provisoire,,
08MF073,2026-03-22 02:45:00+00:00,H.obs,7.503,,,Provisional/Provisoire,,
08MF073,2026-03-22 02:50:00+00:00,H.obs,7.504,,,Provisional/Provisoire,,
08MF073,2026-03-22 02:55:00+00:00,H.obs,7.503,,,Provisional/Provisoire,,
08MF073,2026-03-22 03:00:00+00:00,H.obs,7.502,,,Provisional/Provisoire,,
08MF073,2026-03-22 03:05:00+00:00,H.obs,7.502,,,Provisional/Provisoire,,
08MF073,2026-03-22 03:10:00+00:00,H.obs,7.503,,,Provisional/Provisoire,,
08MF073,2026-03-22 03:15:00+00:00,H.obs,7.5,,,Provisional/Provisoire,,
08MF073,2026-03-22 03:20:00+00:00,H.obs,7.502,,,Provisional/Provisoire,,
08MF073,2026-03-22 03:25:00+00:00,H.obs,7.496,,,Provisional/Provisoire,,
08MF073,2026-03-22 03:30:00+00:00,H.obs,7.499,,,Provisional/Provisoire,,
08MF073,2026-03-22 03:35:00+00:00,H.obs,7.498,,,Provisional/Provisoire,,
08MF073,2026-03-22 03:40:00+00:00,H.obs,7.498,,,Provisional/Provisoire,,
08MF073,2026-03-22 03:45:00+00:00,H.obs,7.493,,,Provisional/Provisoire,,
08MF073,2026-03-22 03:50:00+00:00,H.obs,7.494,,,Provisional/Provisoire,,
08MF073,2026-03-22 03:55:00+00:00,H.obs,7.491,,,Provisional/Provisoire,,
08MF073,2026-03-22 04:00:00+00:00,H.obs,7.491,,,Provisional/Provisoire,,
08MF073,2026-03-22 04:05:00+00:00,H.obs,7.491,,,Provisional/Provisoire,,
08MF073,2026-03-22 04:10:00+00:00,H.obs,7.493,,,Provisional/Provisoire,,
08MF073,2026-03-22 04:15:00+00:00,H.obs,7.49,,,Provisional/Provisoire,,
08MF073,2026-03-22 04:20:00+00:00,H.obs,7.494,,,Provisional/Provisoire,,
08MF073,2026-03-22 04:25:00+00:00,H.obs,7.492,,,Provisional/Provisoire,,
08MF073,2026-03-22 04:30:00+00:00,H.obs,7.486,,,Provisional/Provisoire,,
08MF073,2026-03-22 04:35:00+00:00,H.obs,7.491,,,Provisional/Provisoire,,
08MF073,2026-03-22 04:40:00+00:00,H.obs,7.487,,,Provisional/Provisoire,,
08MF073,2026-03-22 04:45:00+00:00,H.obs,7.486,,,Provisional/Provisoire,,
08MF073,2026-03-22 04:50:00+00:00,H.obs,7.485,,,Provisional/Provisoire,,
08MF073,2026-03-22 04:55:00+00:00,H.obs,7.483,,,Provisional/Provisoire,,
08MF073,2026-03-22 05:00:00+00:00,H.obs,7.49,,,Provisional/Provisoire,,
08MF073,2026-03-22 05:05:00+00:00,H.obs,7.488,,,Provisional/Provisoire,,
08MF073,2026-03-22 05:10:00+00:00,H.obs,7.486,,,Provisional/Provisoire,,
08MF073,2026-03-22 05:15:00+00:00,H.obs,7.484,,,Provisional/Provisoire,,
08MF073,2026-03-22 05:20:00+00:00,H.obs,7.479,,,Provisional/Provisoire,,
08MF073,2026-03-22 05:25:00+00:00,H.obs,7.48,,,Provisional/Provisoire,,
08MF073,2026-03-22 05:30:00+00:00,H.obs,7.478,,,Provisional/Provisoire,,
08MF073,2026-03-22 05:35:00+00:00,H.obs,7.476,,,Provisional/Provisoire,,
08MF073,2026-03-22 05:40:00+00:00,H.obs,7.477,,,Provisional/Provisoire,,
08MF073,2026-03-22 05:45:00+00:00,H.obs,7.48,,,Provisional/Provisoire,,
08MF073,2026-03-22 05:50:00+00:00,H.obs,7.48,,,Provisional/Provisoire,,
08MF073,2026-03-22 05:55:00+00:00,H.obs,7.48,,,Provisional/Provisoire,,
08MF073,2026-03-22 06:00:00+00:00,H.obs,7.475,,,Provisional/Provisoire,,
08MF073,2026-03-22 06:05:00+00:00,H.obs,7.479,,,Provisional/Provisoire,,
08MF073,2026-03-22 06:10:00+00:00,H.obs,7.473,,,Provisional/Provisoire,,
08MF073,2026-03-22 06:15:00+00:00,H.obs,7.469,,,Provisional/Provisoire,,
08MF073,2026-03-22 06:20:00+00:00,H.obs,7.473,,,Provisional/Provisoire,,
08MF073,2026-03-22 06:25:00+00:00,H.obs,7.469,,,Provisional/Provisoire,,
08MF073,2026-03-22 06:30:00+00:00,H.obs,7.466,,,Provisional/Provisoire,,
08MF073,2026-03-22 06:35:00+00:00,H.obs,7.47,,,Provisional/Provisoire,,
08MF073,2026-03-22 06:40:00+00:00,H.obs,7.467,,,Provisional/Provisoire,,
08MF073,2026-03-22 06:45:00+00:00,H.obs,7.468,,,Provisional/Provisoire,,
08MF073,2026-03-22 06:50:00+00:00,H.obs,7.464,,,Provisional/Provisoire,,
08MF073,2026-03-22 06:55:00+00:00,H.obs,7.469,,,Provisional/Provisoire,,
08MF073,2026-03-22 07:00:00+00:00,H.obs,7.464,,,Provisional/Provisoire,,
08MF073,2026-03-22 07:05:00+00:00,H.obs,7.462,,,Provisional/Provisoire,,
08MF073,2026-03-22 07:10:00+00:00,H.obs,7.46,,,Provisional/Provisoire,,
08MF073,2026-03-22 07:15:00+00:00,H.obs,7.462,,,Provisional/Provisoire,,
08MF073,2026-03-22 07:20:00+00:00,H.obs,7.463,,,Provisional/Provisoire,,
08MF073,2026-03-22 07:25:00+00:00,H.obs,7.465,,,Provisional/Provisoire,,
08MF073,2026-03-22 07:30:00+00:00,H.obs,7.463,,,Provisional/Provisoire,,
08MF073,2026-03-22 07:35:00+00:00,H.obs,7.464,,,Provisional/Provisoire,,
08MF073,2026-03-22 07:40:00+00:00,H.obs,7.457,,,Provisional/Provisoire,,
08MF073,2026-03-22 07:45:00+00:00,H.obs,7.462,,,Provisional/Provisoire,,
08MF073,2026-03-22 07:50:00+00:00,H.obs,7.461,,,Provisional/Provisoire,,
08MF073,2026-03-22 07:55:00+00:00,H.obs,7.458,,,Provisional/Provisoire,,
08MF073,2026-03-22 08:00:00+00:00,H.obs,7.459,,,Provisional/Provisoire,,
08MF073,2026-03-22 08:05:00+00:00,H.obs,7.455,,,Provisional/Provisoire,,
08MF073,2026-03-22 08:10:00+00:00,H.obs,7.457,,,Provisional/Provisoire,,
08MF073,2026-03-22 08:15:00+00:00,H.obs,7.456,,,Provisional/Provisoire,,
08MF073,2026-03-22 08:20:00+00:00,H.obs,7.453,,,Provisional/Provisoire,,
08MF073,2026-03-22 08:25:00+00:00,H.obs,7.455,,,Provisional/Provisoire,,
08MF073,2026-03-22 08:30:00+00:00,H.obs,7.453,,,Provisional/Provisoire,,
08MF073,2026-03-22 08:35:00+00:00,H.obs,7.454,,,Provisional/Provisoire,,
08MF073,2026-03-22 08:40:00+00:00,H.obs,7.456,,,Provisional/Provisoire,,
08MF073,2026-03-22 08:45:00+00:00,H.obs,7.452,,,Provisional/Provisoire,,
08MF073,2026-03-22 08:50:00+00:00,H.obs,7.451,,,Provisional/Provisoire,,
08MF073,2026-03-22 08:55:00+00:00,H.obs,7.451,,,Provisional/Provisoire,,
08MF073,2026-03-22 09:00:00+00:00,H.obs,7.448,,,Provisional/Provisoire,,
08MF073,2026-03-22 09:05:00+00:00,H.obs,7.453,,,Provisional/Provisoire,,
08MF073,2026-03-22 09:10:00+00:00,H.obs,7.452,,,Provisional/Provisoire,,
08MF073,2026-03-22 09:15:00+00:00,H.obs,7.449,,,Provisional/Provisoire,,
08MF073,2026-03-22 09:20:00+00:00,H.obs,7.447,,,Provisional/Provisoire,,
08MF073,2026-03-22 09:25:00+00:00,H.obs,7.444,,,Provisional/Provisoire,,
08MF073,2026-03-22 09:30:00+00:00,H.obs,7.444,,,Provisional/Provisoire,,
08MF073,2026-03-22 09:35:00+00:00,H.obs,7.447,,,Provisional/Provisoire,,
08MF073,2026-03-22 09:40:00+00:00,H.obs,7.449,,,Provisional/Provisoire,,
08MF073,2026-03-22 09:45:00+00:00,H.obs,7.448,,,Provisional/Provisoire,,
08MF073,2026-03-22 09:50:00+00:00,H.obs,7.445,,,Provisional/Provisoire,,
08MF073,2026-03-22 09:55:00+00:00,H.obs,7.445,,,Provisional/Provisoire,,
08MF073,2026-03-22 10:00:00+00:00,H.obs,7.45,,,Provisional/Provisoire,,
08MF073,2026-03-22 10:05:00+00:00,H.obs,7.446,,,Provisional/Provisoire,,
08MF073,2026-03-22 10:10:00+00:00,H.obs,7.443,,,Provisional/Provisoire,,
08MF073,2026-03-22 10:15:00+00:00,H.obs,7.447,,,Provisional/Provisoire,,
08MF073,2026-03-22 10:20:00+00:00,H.obs,7.446,,,Provisional/Provisoire,,
08MF073,2026-03-22 10:25:00+00:00,H.obs,7.444,,,Provisional/Provisoire,,
08MF073,2026-03-22 10:30:00+00:00,H.obs,7.444,,,Provisional/Provisoire,,
08MF073,2026-03-22 10:35:00+00:00,H.obs,7.439,,,Provisional/Provisoire,,
08MF073,2026-03-22 10:40:00+00:00,H.obs,7.441,,,Provisional/Provisoire,,
08MF073,2026-03-22 10:45:00+00:00,H.obs,7.44,,,Provisional/Provisoire,,
08MF073,2026-03-22 10:50:00+00:00,H.obs,7.44,,,Provisional/Provisoire,,
08MF073,2026-03-22 10:55:00+00:00,H.obs,7.44,,,Provisional/Provisoire,,
08MF073,2026-03-22 11:00:00+00:00,H.obs,7.441,,,Provisional/Provisoire,,
08MF073,2026-03-22 11:05:00+00:00,H.obs,7.441,,,Provisional/Provisoire,,
08MF073,2026-03-22 11:10:00+00:00,H.obs,7.438,,,Provisional/Provisoire,,
08MF073,2026-03-22 11:15:00+00:00,H.obs,7.443,,,Provisional/Provisoire,,
08MF073,2026-03-22 11:20:00+00:00,H.obs,7.439,,,Provisional/Provisoire,,
08MF073,2026-03-22 11:25:00+00:00,H.obs,7.438,,,Provisional/Provisoire,,
08MF073,2026-03-22 11:30:00+00:00,H.obs,7.437,,,Provisional/Provisoire,,
08MF073,2026-03-22 11:35:00+00:00,H.obs,7.435,,,Provisional/Provisoire,,
08MF073,2026-03-22 11:40:00+00:00,H.obs,7.438,,,Provisional/Provisoire,,
08MF073,2026-03-22 11:45:00+00:00,H.obs,7.435,,,Provisional/Provisoire,,
08MF073,2026-03-22 11:50:00+00:00,H.obs,7.434,,,Provisional/Provisoire,,
08MF073,2026-03-22 11:55:00+00:00,H.obs,7.437,,,Provisional/Provisoire,,
08MF073,2026-03-22 12:00:00+00:00,H.obs,7.432,,,Provisional/Provisoire,,
